,IsRecentlyVerified,DateLastVerified,ID,UUID,DataProviderID,OperatorID,UsageTypeID,Connections,NumberOfPoints,StatusTypeID,DateLastStatusUpdate,DataQualityLevel,DateCreated,SubmissionStatusTypeID,AddressInfo.ID,AddressInfo.Title,AddressInfo.AddressLine1,AddressInfo.StateOrProvince,AddressInfo.Postcode,AddressInfo.CountryID,AddressInfo.Latitude,AddressInfo.Longitude,AddressInfo.DistanceUnit,AddressInfo.Town,GeneralComments,AddressInfo.RelatedURL,UsageCost,AddressInfo.AddressLine2,AddressInfo.AccessComments,AddressInfo.ContactTelephone1,AddressInfo.ContactEmail,AddressInfo.ContactTelephone2,ID,ConnectionTypeID,StatusTypeID,LevelID,PowerKW,CurrentTypeID,Quantity,Reference,Amps,Voltage,Comments
33,True,2022-10-10T11:20:00Z,194583,E68323DF-A400-48DA-8C8C-18CB43D7628D,1,74.0,,"[{'ID': 317231, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 125.0, 'CurrentTypeID': 30, 'Quantity': 2}, {'ID': 317232, 'ConnectionTypeID': 2, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 50.0, 'CurrentTypeID': 30, 'Quantity': 1}]",2,50,2022-10-10T11:20:00Z,1,2022-08-06T23:20:00Z,100,194942,Twaalfmat,Twaalfmat,,1967 PV,159,52.500278047265056,4.702634557778197,0,Heemskerk,"2 stations have only CCS, 2 have CCS and CHAdeMO",http://fastned.nl,https://fastnedcharging.com/nl/tarieven,,,020-7055300,support@fastned.nl,,317231.0,33.0,50.0,3.0,125.0,30.0,2.0,,,,
34,False,2022-08-09T21:07:00Z,194582,BA03A42F-FDA0-4BD3-A9D3-518DBBBF3F2A,1,63.0,1.0,"[{'ID': 317230, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 20, 'Quantity': 2}]",2,50,2022-08-09T21:07:00Z,1,2022-08-06T23:03:00Z,200,194941,Lorentzkade,Lorentzkade,North Holland,2014 CE,159,52.373997763985926,4.611189696895622,0,Haarlem,,,€0.31 per kWh,,,,,,317230.0,25.0,50.0,2.0,11.0,20.0,2.0,,,,
35,False,2022-08-05T21:57:00Z,194570,FF2CFDAE-0FE3-4387-91E5-A6A1E1F41B5F,1,103.0,4.0,"[{'ID': 317171, 'ConnectionTypeID': 2, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 50.0, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 317172, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 50.0, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 317173, 'ConnectionTypeID': 1036, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 43.0, 'Quantity': 1}]",1,50,2022-08-05T21:57:00Z,1,2022-08-05T21:57:00Z,200,194929,Botnische golf,Botnische golf,Utrecht,3446XW,159,52.07745826113799,4.904246265408801,0,Woerden,,,,,,,,,317171.0,2.0,50.0,3.0,50.0,30.0,1.0,,,,
36,False,2022-08-03T08:29:00Z,194366,BEE8C11F-8043-4A73-A0BA-9A93A4EEDE74,1,3299.0,1.0,"[{'ID': 316698, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 350.0, 'CurrentTypeID': 30, 'Quantity': 4}]",4,210,2022-08-03T08:29:00Z,1,2022-07-28T22:31:00Z,200,194725,IONITY Sandelingen Oost,A16 highway2952 AD ,,2952 AD,159,24.0,4.620008,0,Hendrik-Ido-Ambacht,,,,,,,,,316698.0,33.0,50.0,3.0,350.0,30.0,4.0,,,,
37,False,2022-07-29T15:55:00Z,194365,D24CBF8C-963D-4B29-9C6A-5ACAE96E61D8,1,3299.0,1.0,"[{'ID': 316697, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 350.0, 'CurrentTypeID': 30, 'Quantity': 4}]",4,50,2022-07-29T15:55:00Z,1,2022-07-28T22:20:00Z,200,194724,IONITY Sandelingen Oost,A16 highway2952 AD ,,2952 AD,159,51.836003,4.620008,0,Hendrik-Ido-Ambacht,,,,,,,,,316697.0,33.0,50.0,3.0,350.0,30.0,4.0,,,,
38,False,2022-07-25T08:55:00Z,194305,CF5EB74E-1022-486F-997C-FC07F0AFA19E,1,3387.0,1.0,"[{'ID': 316548, 'ConnectionTypeID': 25, 'Reference': 'E44374', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 400, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 316553, 'ConnectionTypeID': 25, 'Reference': 'E44375', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 400, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 1}]",2,50,2022-07-25T08:55:00Z,1,2022-07-24T18:20:00Z,200,194664,Boerderijcamping Zuiderhoeve,Dishoekseweg 28A,Zeeland,4371 NH,159,51.47525081439318,3.541423812603057,0,Koudekerke,,, € 0.36/kWh,,,,,,316548.0,25.0,50.0,2.0,22.0,20.0,1.0,E44374,32.0,400.0,
39,True,2023-01-17T22:54:00Z,194248,846843E5-E307-4981-B778-2CE70709625B,1,3504.0,1.0,"[{'ID': 316427, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 250, 'PowerKW': 120.0, 'CurrentTypeID': 30, 'Quantity': 6}]",6,50,2023-01-17T22:54:00Z,1,2022-07-21T13:16:00Z,200,194607,LEAP24 Fast Charge Station,1 Industrieweg,Limburg,6163AH,159,50.981218592935164,5.826535347417348,0,Sittard-Geleen,,,€0.71/kWh,,,,,,316427.0,33.0,50.0,3.0,120.0,30.0,6.0,,250.0,,
40,False,2022-08-25T14:53:00Z,194169,104A2B3E-F48D-452C-A1B8-E50B118618CD,1,63.0,4.0,"[{'ID': 316275, 'ConnectionTypeID': 25, 'Reference': 'NL*GFX*EPP001549*1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11.0, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 316298, 'ConnectionTypeID': 25, 'Reference': 'NL*GFX*EPP001549*2', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11.0, 'CurrentTypeID': 20, 'Quantity': 1}]",2,50,2022-08-25T14:53:00Z,1,2022-07-17T07:48:00Z,200,194528,Lorentzkade 192,Lorentzkade 192,North Holland,2014 CE,159,52.37385749804912,4.611194772672775,0,Haarlem,,https://services.totalenergies.nl,€0.31 per kWh,,,+31 30 410 0887,elektrischrijden@totalenergies.com,,316275.0,25.0,50.0,2.0,11.0,20.0,1.0,NL*GFX*EPP001549*1,16.0,400.0,
41,False,2022-07-14T15:29:00Z,194027,FC60351C-7EEE-445F-A6D4-914C9FE1386B,1,23.0,1.0,[],24,50,2022-07-14T15:29:00Z,1,2022-07-11T15:26:00Z,200,194386,Slakweg,Slakweg,Limburg,6228,159,50.81612219964967,5.725457854811339,0,Maastricht,,,,,,,,,,,,,,,,,,,
42,False,2022-07-14T12:49:00Z,193988,9E012E0D-65F5-4E82-8BD5-BC7B52D764B1,1,1.0,6.0,[],1,50,2022-07-14T12:49:00Z,1,2022-07-11T12:44:00Z,200,194347,Klappermanstraat,Klappermanstraat,North Brabant,5554EM,159,51.3478214,5.4650453,0,,,,,,,7714981255,mlarchbank@hotmail.com,,,,,,,,,,,,
43,True,2023-01-17T22:54:00Z,193861,8F103F63-FC6E-4CA4-9CBB-F9C29B2276A6,1,3504.0,1.0,"[{'ID': 315642, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 250, 'Voltage': 1000, 'PowerKW': 120.0, 'CurrentTypeID': 30, 'Quantity': 7}]",7,50,2023-01-17T22:54:00Z,1,2022-07-04T12:13:00Z,200,194220,Reyerdijk LEAP24 Snellaadstation,Reyerdijk 110,Zuid Holland,3079,159,51.88148057397515,4.542689376008184,0,Rotterdam,Vans fit on parking bays,http://leap24.eu,€0.71/kWh incl. VAT,,,,,,315642.0,33.0,50.0,3.0,120.0,30.0,7.0,,250.0,1000.0,
44,False,2022-06-06T12:10:00Z,193379,F5C03586-4AB4-455E-9629-3E7C08BAA86D,1,1.0,4.0,"[{'ID': 314565, 'ConnectionTypeID': 2, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 50.0, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 314566, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 50.0, 'CurrentTypeID': 30, 'Quantity': 1}]",1,50,2022-06-06T12:10:00Z,1,2022-06-06T08:58:00Z,200,193738,31 Hoofdstraat,31 Hoofdstraat,Gelderland,7213CP,159,52.1982121,6.199734,0,Gorssel,Near church Gorssel,,,,,,,,314565.0,2.0,50.0,3.0,50.0,30.0,1.0,,,,
45,False,2022-06-06T08:01:00Z,193375,AEC834D6-D363-4E12-B719-4FAE1C6E7B1B,1,1.0,4.0,"[{'ID': 314558, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 250, 'PowerKW': 150.0, 'CurrentTypeID': 30, 'Quantity': 2}]",1,50,2022-06-06T08:01:00Z,1,2022-06-05T18:50:00Z,200,193734,Shell Tatelaar Didam,Tatelaarweg 21,Gelderland,6941RB,159,51.93702950683783,6.105900472739108,0,Didam,Shell tatelaar cafe,http://ww.tatelaar.nl,"0,69",,,0031316294322,,0031316294322,314558.0,33.0,50.0,3.0,150.0,30.0,2.0,,250.0,,
46,False,2022-06-06T08:52:00Z,193365,0F0ABCDC-93A6-46DE-A4A1-FAA0D5423ED8,1,47.0,1.0,"[{'ID': 314544, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11.0, 'CurrentTypeID': 20, 'Quantity': 6}]",6,50,2022-06-06T08:52:00Z,1,2022-06-04T11:24:00Z,200,193724,26-t Boschlaan,26-t Boschlaan,Gelderland,7131RE,159,52.007904406939105,6.555560897646046,0,Oost Gelre,,http://www.powergo.nl,€ 0.35/kWh,,,0844300038,,+31 (0) 411 74 50 20,314544.0,25.0,50.0,2.0,11.0,20.0,6.0,,16.0,400.0,
47,False,2022-05-27T08:53:00Z,193248,10E4C5F1-D089-4640-8479-3A2087BD10C3,1,1.0,4.0,"[{'ID': 314328, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 230, 'PowerKW': 11.0, 'CurrentTypeID': 20, 'Quantity': 2}]",1,50,2022-05-27T08:53:00Z,1,2022-05-25T15:27:00Z,200,193607,Frans Verpoortenstraat Spaarndam,Frans Verpoortenstraat 3,North Holland,2064LX,159,52.41261361874487,4.6894929669294925,0,Spaarndam,,,,2064 LX,,,,,314328.0,25.0,50.0,2.0,11.0,20.0,2.0,,16.0,230.0,
48,False,2022-05-27T08:53:00Z,193247,7595BED2-B558-46FF-A290-F75236C0EDAC,1,1.0,4.0,"[{'ID': 314327, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 230, 'PowerKW': 17.0, 'CurrentTypeID': 20, 'Quantity': 2}]",1,50,2022-05-27T08:53:00Z,1,2022-05-25T15:25:00Z,200,193606,Westhoff 95 Spaarndam ,Westhoff 95,North Holland,2064WC,159,52.413823848322096,4.692106920008882,0,Spaarndam,,,,2064 WC Spaarndam ,,,,,314327.0,25.0,50.0,2.0,17.0,20.0,2.0,,16.0,230.0,
49,False,2022-05-06T20:23:00Z,192942,4C5DAB62-D6A0-415B-A345-CA65F08D056C,1,1.0,5.0,"[{'ID': 313647, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11.0, 'Quantity': 2}]",2,50,2022-05-06T20:23:00Z,1,2022-05-05T22:40:00Z,200,193301,Aaltje Noordewierlaan 12,Aaltje Noordewierlaan 12,Nordholland,1403JC,159,52.26612194182354,5.183866416416777,0,Bussum,,,,,,,,,313647.0,25.0,50.0,2.0,11.0,,2.0,,,,
50,False,2022-05-06T14:34:00Z,192905,95DB7A6A-1452-49EC-A030-E5A568579F22,1,,,[],0,50,2022-05-06T14:34:00Z,1,2022-05-03T14:32:00Z,200,193264,Egel,Egel,North Brabant,5509RM,159,51.43320684103659,5.399156716910397,0,,,,,,,,,,,,,,,,,,,,
51,False,2022-05-01T12:27:00Z,192799,057729E6-55AA-4021-8FBE-CB72F67B3AD2,1,1.0,4.0,"[{'ID': 313416, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 10, 'Quantity': 1, 'Comments': 'at Coroos conserv company'}]",1,50,2022-05-01T12:27:00Z,1,2022-04-29T16:59:00Z,200,193158,Middenweg,Middenweg,Zeeland,4421JG,159,51.47255496048646,3.969291790664556,0,Kapelle,,,,,,,,,313416.0,25.0,50.0,2.0,22.0,10.0,1.0,,,,at Coroos conserv company
52,True,2023-02-13T21:02:00Z,192609,101E0097-A5BE-43E2-887A-AC351205D457,1,47.0,4.0,"[{'ID': 313008, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 12, 'Voltage': 400, 'PowerKW': 7.0, 'CurrentTypeID': 20, 'Quantity': 1}]",1,50,2023-02-13T21:02:00Z,1,2022-04-18T12:00:00Z,200,192968,de Kerentuin 20,de Kerentuin 20,Gelderland,6658WK,159,51.88218652825981,5.519846062022907,0,West Maas en Waal,,,"0,60/kWh",,,,,,313008.0,25.0,50.0,2.0,7.0,20.0,1.0,,12.0,400.0,
53,False,2022-04-20T16:25:00Z,192595,F83DF058-0586-43D6-BD82-DB8C38C7831D,1,74.0,1.0,"[{'ID': 312987, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 300.0, 'CurrentTypeID': 30, 'Quantity': 4}, {'ID': 312988, 'ConnectionTypeID': 2, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 50.0, 'Quantity': 2}]",4,50,2022-04-20T16:25:00Z,1,2022-04-17T22:35:00Z,200,192954,FastNed Dekkersland,Dekkersland A28,,7951 DH,159,52.62403274801221,6.208360886758413,0,Staphorst,,,"0,86 without membership, 0,45 with membership",,,,,,312987.0,33.0,50.0,3.0,300.0,30.0,4.0,,,,
54,False,2022-04-20T09:43:00Z,192594,182F6818-C7C9-4786-A86A-D534B99796D1,1,74.0,1.0,"[{'ID': 312985, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 300.0, 'CurrentTypeID': 30, 'Quantity': 4}, {'ID': 312986, 'ConnectionTypeID': 2, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 50.0, 'Quantity': 2}]",1,50,2022-04-20T09:43:00Z,1,2022-04-17T22:30:00Z,200,192953,Fastned Paardeweide,Paardeweide A32,,7948 LH,159,52.75153539954195,6.189469149620919,0,Darp,,,"0,86 without membership, 0,45 with membership",,,,,,312985.0,33.0,50.0,3.0,300.0,30.0,4.0,,,,
55,True,2023-01-17T22:54:00Z,192549,5806EBD3-2FA6-4F30-8853-D8B8EC1C5398,1,3504.0,1.0,"[{'ID': 312877, 'ConnectionTypeID': 33, 'Reference': 'LEAP24.eu', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 250, 'PowerKW': 120.0, 'CurrentTypeID': 30, 'Quantity': 4}]",4,50,2023-01-17T22:54:00Z,1,2022-04-12T13:54:00Z,200,192908,LEAP 24 Fast Charging Station - Almere Transistorstraat,Transistorstraat,Flevoland,1322CK,159,52.34607107001267,5.178145318981848,0,Almere,costs are VAT included,https://www.leap24.eu,€0.71/kWh incl. VAT,,Between Schattepatat and Garagepark,,,,312877.0,33.0,50.0,3.0,120.0,30.0,4.0,LEAP24.eu,250.0,,
56,False,2022-04-11T06:54:00Z,192503,75C50190-3A1B-4332-86CA-C391356AADAC,1,74.0,1.0,"[{'ID': 312790, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 300.0, 'CurrentTypeID': 30, 'Quantity': 4}, {'ID': 312791, 'ConnectionTypeID': 2, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 50.0, 'Quantity': 2}]",4,50,2022-04-11T06:54:00Z,1,2022-04-10T15:15:00Z,200,192862,FastNed Bovenboer,Rijksweg A32,Drenthe,7973KT,159,52.753472323568644,6.186789231245712,0,Darp,,,"0,86 without membership, 0,45 with membership",,,,,,312790.0,33.0,50.0,3.0,300.0,30.0,4.0,,,,
57,False,2022-04-06T22:19:00Z,192439,BC88010C-296D-48B1-A222-D959B847C318,1,103.0,1.0,"[{'ID': 312635, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'PowerKW': 11.0, 'CurrentTypeID': 20, 'Quantity': 2}]",2,50,2022-04-06T22:19:00Z,1,2022-04-03T22:14:00Z,200,192798,Allego Zwaluwstraat 15,Zwaluwstraat 15,Zuid-Holland,3145NG,159,51.93141936867795,4.238358198599883,0,Maassluis,,,"€0,39 kW/h",,,,,,312635.0,25.0,50.0,2.0,11.0,20.0,2.0,,16.0,,
58,False,2022-04-06T21:49:00Z,192438,F87CAFB4-D029-4753-9707-E292ED9D6278,1,74.0,1.0,"[{'ID': 312634, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 300.0, 'CurrentTypeID': 30, 'Quantity': 4}]",4,50,2022-04-06T21:49:00Z,1,2022-04-03T21:46:00Z,200,192797,Fastned Peulwijk-Oost,Rijksweg A4,Zuid-Holland,2635BW,159,52.00917951726262,4.312016522762235,0,Den Hoorn,,,,,,,,,312634.0,33.0,50.0,3.0,300.0,30.0,4.0,,,,
59,False,2022-04-06T21:44:00Z,192437,74191846-9132-4229-9F74-E5749C3F2D25,1,74.0,1.0,"[{'ID': 312632, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 300.0, 'CurrentTypeID': 30, 'Quantity': 10}, {'ID': 312633, 'ConnectionTypeID': 2, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 50.0, 'CurrentTypeID': 30, 'Quantity': 2}]",10,50,2022-04-06T21:44:00Z,1,2022-04-03T21:40:00Z,200,192796,Fastned Hogenhoorn,Hogenhoorn 3,Zuid-Holland,2635 BZ,159,52.01195360295989,4.315466804741391,0,Den Hoorn,,,,,,,,,312632.0,33.0,50.0,3.0,300.0,30.0,10.0,,,,
60,False,2022-04-02T04:10:00Z,192339,7BC34EE6-5499-4F51-A08A-BC3164D47B35,1,1.0,1.0,"[{'ID': 312483, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 230, 'PowerKW': 11.0, 'CurrentTypeID': 20, 'Quantity': 1, 'Comments': 'fixed cable'}]",1,50,2022-04-02T04:10:00Z,1,2022-03-30T13:39:00Z,200,192698,van Eerbeeklaan 2,van Eerbeeklaan 2,Noord-Holland,1422GG,159,52.24550215072222,4.829777348453177,0,Uithoorn,,,,,,,,,312483.0,33.0,50.0,2.0,11.0,20.0,1.0,,16.0,230.0,fixed cable
61,False,2022-02-21T22:09:00Z,191685,006EEA5F-8258-4179-AC33-4EB27C157A78,1,1.0,4.0,"[{'ID': 311293, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11.0, 'CurrentTypeID': 20, 'Quantity': 2}]",2,50,2022-02-21T22:09:00Z,1,2022-02-21T09:15:00Z,200,192044,Platanenlaan 12,Platanenlaan 12,Noord-Holland,1394 JR,159,52.25009579068714,5.046898739448807,0,Nederhorst den Berg,,,,,,,,,311293.0,25.0,50.0,2.0,11.0,20.0,2.0,,16.0,400.0,
62,False,2022-02-22T08:20:00Z,191683,F9A89AA7-6DF3-4206-9E8B-8C67AA1090AD,1,45.0,6.0,"[{'ID': 311291, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11.0, 'CurrentTypeID': 20, 'Quantity': 5}]",5,50,2022-02-22T08:20:00Z,1,2022-02-20T22:53:00Z,200,192042,5 Goeseelsstraat,5 Goeseelsstraat,North Brabant,4817MV,159,51.59475608450231,4.797436275629025,0,Breda,,,,,,,,,311291.0,25.0,50.0,2.0,11.0,20.0,5.0,,16.0,400.0,
63,False,2022-02-07T08:54:00Z,191365,E7FF6AE2-F8C2-4F06-9676-810854CA488F,1,38.0,1.0,"[{'ID': 310649, 'ConnectionTypeID': 2, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 120, 'Voltage': 400, 'PowerKW': 50.0, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 310650, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 120, 'Voltage': 400, 'PowerKW': 50.0, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 310651, 'ConnectionTypeID': 1036, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 43.0, 'CurrentTypeID': 20, 'Quantity': 1, 'Comments': ''}]",2,50,2022-02-07T08:54:00Z,1,2022-02-07T08:54:00Z,200,191724,Lidl - Woerden,Lepellaan 1,UTRECHT,,159,52.0815342436093,4.8763468008691575,0,Woerden,"FREE for Shoppers, 30 minutes. ",,0,,,,,,310649.0,2.0,50.0,3.0,50.0,30.0,1.0,,120.0,400.0,
64,False,2021-12-29T14:57:00Z,190860,29C2D400-F957-4E36-8069-B4416ABDBA3F,1,103.0,4.0,"[{'ID': 309557, 'ConnectionTypeID': 0, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11.0, 'CurrentTypeID': 20, 'Quantity': 2}]",2,50,2021-12-29T14:57:00Z,1,2021-12-28T19:07:00Z,200,191219,Martinetsingel,Martinetsingel,Gelderland,7201DZ,159,52.139127107971944,6.198663242153316,0,Zutphen,,,,,,,,,309557.0,0.0,50.0,2.0,11.0,20.0,2.0,,16.0,400.0,
65,False,2021-12-29T14:58:00Z,190859,CF7FA27E-7D98-42F0-A4E6-B870D890109A,1,3387.0,4.0,"[{'ID': 309556, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 400, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 12}]",12,50,2021-12-29T14:58:00Z,1,2021-12-28T19:05:00Z,200,191218,45 Zijlvest,Zijlvest 45,North Holland,2011VB,159,52.38162773568132,4.629299343716525,0,Haarlem,Inside parking garage,,,,,,,,309556.0,25.0,50.0,2.0,22.0,20.0,12.0,,32.0,400.0,
66,False,2021-12-29T15:01:00Z,190858,0691509F-69E8-4F0B-B6DD-E2B81CAC1E6A,1,73.0,4.0,"[{'ID': 309555, 'ConnectionTypeID': 25, 'Reference': 'EVB-P2004138', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11.0, 'CurrentTypeID': 20, 'Quantity': 1}]",1,50,2021-12-29T15:01:00Z,1,2021-12-28T19:00:00Z,200,191217,Johan de Wittstraat 3,Johan de Wittstraat 3,South Holland,2242LB,159,52.142832881845806,4.396562071018252,0,Wassenaar,,,,,,,,,309555.0,25.0,50.0,2.0,11.0,20.0,1.0,EVB-P2004138,16.0,400.0,
67,False,2021-12-29T15:03:00Z,190857,47493C76-B424-4172-8489-C5C5EF1A43CC,1,63.0,4.0,"[{'ID': 309554, 'ConnectionTypeID': 25, 'Reference': '05b16ccf-d8f8-44fe-8efb-7915f8750795', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11.0, 'CurrentTypeID': 20, 'Quantity': 2}]",2,50,2021-12-29T15:03:00Z,1,2021-12-28T18:58:00Z,200,191216,Koorstraat,Koorstraat,North Holland,2012GP,159,52.37612866380192,4.6232540415333006,0,Haarlem,,,,,,,,,309554.0,25.0,50.0,2.0,11.0,20.0,2.0,05b16ccf-d8f8-44fe-8efb-7915f8750795,16.0,400.0,
68,False,2022-08-18T14:40:00Z,190856,836DA649-A065-4188-A7ED-08A3853D970D,1,63.0,4.0,"[{'ID': 309553, 'ConnectionTypeID': 25, 'Reference': '38dfb187-8c7e-4996-9ded-b67adf8c7524', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 400, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 2}, {'ID': 319675, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'CurrentTypeID': 20, 'Quantity': 2}]",2,50,2022-08-18T14:40:00Z,1,2021-12-28T18:56:00Z,200,191215,Westerstraat,Westerstraat,North Holland,2013PN,159,52.38002741031801,4.617947970403748,0,Haarlem,,,,,,,,,309553.0,25.0,50.0,2.0,22.0,20.0,2.0,38dfb187-8c7e-4996-9ded-b67adf8c7524,32.0,400.0,
69,False,2021-12-29T15:24:00Z,190855,2B325EEA-7B28-4193-92AF-143085972AE1,1,63.0,4.0,"[{'ID': 309552, 'ConnectionTypeID': 25, 'Reference': '6a4ec87f-a6d6-400a-aece-4e7ec64beb8f', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11.0, 'CurrentTypeID': 20, 'Quantity': 2}]",2,50,2021-12-29T15:24:00Z,1,2021-12-28T18:55:00Z,200,191214,Leidseplein 5,Leidseplein 5,North Holland,2013PV,159,52.37936273410284,4.624896923061669,0,Haarlem,,,,,,,,,309552.0,25.0,50.0,2.0,11.0,20.0,2.0,6a4ec87f-a6d6-400a-aece-4e7ec64beb8f,16.0,400.0,
70,False,2021-12-29T15:25:00Z,190854,0124B77E-45A9-4C32-AE49-26E655C05CF9,1,63.0,4.0,"[{'ID': 309551, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11.0, 'CurrentTypeID': 20, 'Quantity': 2}]",2,50,2021-12-29T15:25:00Z,1,2021-12-28T18:53:00Z,200,191213,Leidsevaart,Leidsevaart,North Holland,2013HC,159,52.379180705342606,4.6255161386943655,0,Haarlem,,,,,,,,,309551.0,25.0,50.0,2.0,11.0,20.0,2.0,,16.0,400.0,
71,False,2021-12-29T15:26:00Z,190853,97FE51C3-D124-4890-801C-62EA4524817B,1,63.0,4.0,"[{'ID': 309550, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11.0, 'CurrentTypeID': 20, 'Quantity': 2}]",2,50,2021-12-29T15:26:00Z,1,2021-12-28T18:51:00Z,200,191212,Emmaplein 44,Emmaplein 44,North Holland,2014XK,159,52.37615398667208,4.620922324279832,0,Haarlem,,,,,,,,,309550.0,25.0,50.0,2.0,11.0,20.0,2.0,,16.0,400.0,
72,False,2021-12-31T18:54:00Z,190852,53997AA1-7C15-4CAA-832F-0919D759D4AA,1,3447.0,1.0,"[{'ID': 309549, 'ConnectionTypeID': 0, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11.0}]",2,50,2021-12-31T18:54:00Z,1,2021-12-28T18:46:00Z,200,191211,Oranjeboomstraat 192,Oranjeboomstraat 192,Noord-Holland,2013WD,159,52.3784293311314,4.621668786092414,0,Haarlem,,,,,,,,,309549.0,0.0,50.0,2.0,11.0,,,,,,
